4,7,12
2,6,4
3,10,9
3,6,11
NA,NA,NA
NA,NA,NA
2,8,6
2,8,6
3,8,13
7,10,33
4,5,11
3,5,10
NA,NA,NA
2,6,4
2,3,1
2,3,1
2,4,2
NA,NA,NA
NA,NA,NA
3,7,12
2,6,11
NA,NA,NA
NA,NA,NA
5,7,27
2,9,7
NA,NA,NA
NA,NA,NA
5,6,7
4,5,4
4,5,22
2,7,5
8,9,14
NA,NA,NA
NA,NA,NA
2,5,3
NA,NA,NA
3,10,8
7,9,11
6,7,27
3,6,5
5,7,8
NA,NA,NA
3,4,9
NA,NA,NA
2,9,14
2,6,4
2,6,4
NA,NA,NA
NA,NA,NA
NA,NA,NA
6,9,24
4,5,10
NA,NA,NA
7,9,21
3,7,5
NA,NA,NA
NA,NA,NA
2,8,6
6,8,15
3,4,9
NA,NA,NA
3,4,13
NA,NA,NA
NA,NA,NA
6,7,31
2,6,4
NA,NA,NA
3,4,9
9,10,15
7,8,20
4,7,29
NA,NA,NA
NA,NA,NA
5,9,25
6,10,32
2,6,4
5,6,22
NA,NA,NA
NA,NA,NA
2,6,4
2,4,2
NA,NA,NA
4,8,19
2,3,1
2,9,7
NA,NA,NA
2,3,1
5,10,17
3,7,6
2,8,12
NA,NA,NA
3,10,15
2,7,5
3,6,4
4,9,9
2,8,6
NA,NA,NA
NA,NA,NA
4,6,11
6,10,30
